sid,from,to,date
1464,12,116,2002-10-04
1465,631,139,2003-09-22
1466,179,139,2006-09-07
1467,162,116,2003-01-28
1469,553,210,2002-10-08
1469,210,537,2010-09-14
1473,161,180,2009-09-08
1475,490,256,2004-09-07
1481,70,324,2005-02-23
1481,324,619,2007-09-10
1484,43,532,2005-01-05
1484,532,43,2005-03-15
1486,423,408,2007-12-05
1491,82,299,2007-09-10
1499,580,281,2003-09-08
1499,281,655,2007-09-10
1502,625,281,2005-09-06
1508,405,300,2007-09-10
1508,300,358,2009-09-08
1508,358,21,2010-09-07
1509,37,188,2007-09-10
1510,625,281,2003-09-08
1510,281,256,2007-09-10
1510,256,63,2008-09-04
1513,533,609,2004-09-07
1513,609,303,2007-09-10
1515,343,219,2004-09-07
1516,24,157,2004-09-07
1516,157,565,2006-11-17
1516,565,628,2009-09-08
1520,219,101,2004-09-07
1520,101,300,2004-09-30
1520,300,219,2005-09-06
1520,219,67,2010-09-07
1526,570,219,2006-09-07
1526,219,67,2010-09-07
1529,33,25,2005-09-20
1529,25,542,2006-09-07
1529,542,47,2006-11-03
1529,47,25,2006-11-27
1529,25,47,2010-11-22
1529,47,411,2011-02-28
1529,411,25,2011-03-11
1533,598,431,2002-09-05
1534,118,207,2005-09-29
1534,207,510,2006-09-07
1534,510,666,2007-10-11
1534,666,411,2010-09-15
1539,656,57,2007-09-10
1539,57,60,2007-09-28
1541,431,671,2001-10-02
1542,271,332,2005-09-06
1550,456,332,2002-09-05
1550,332,425,2007-09-10
1551,620,303,2005-09-06
1552,663,671,2003-09-08
1557,174,194,2009-09-08
1558,184,609,2006-09-07
1562,300,131,2003-09-08
1562,131,224,2005-11-16
1562,224,123,2007-09-12
1562,123,635,2008-10-06
1562,635,835,2011-09-08
1562,835,823,2011-10-06
1565,241,405,2002-09-05
1565,405,358,2006-09-07
1565,358,616,2009-09-08
1565,616,275,2010-02-02
1567,184,59,2003-04-29
1567,59,358,2006-09-07
1567,358,205,2007-09-10
1568,174,456,2004-09-22
1568,456,441,2005-02-24
1568,441,628,2005-04-05
1569,157,628,2004-09-07
1569,628,666,2008-09-04
1571,548,359,2003-09-08
1571,359,391,2006-09-07
1571,391,21,2009-09-08
1572,353,391,2005-09-06
1572,391,21,2008-09-04
1579,70,441,2002-09-05
1579,441,431,2006-09-07
1586,468,20,2003-09-08
1586,20,431,2003-10-15
1586,431,680,2008-02-12
1587,257,431,2002-09-05
1600,259,520,2008-09-04
1600,520,624,2009-09-08
1602,522,466,2006-01-27
1622,399,257,2002-09-05
1622,257,12,2004-09-07
1626,352,423,2006-09-14
1630,179,425,2002-09-05
1635,277,425,2002-09-05
1638,42,316,2004-09-07
1639,305,425,2005-09-06
1642,207,157,2006-09-07
1642,157,350,2007-09-10
1642,350,157,2008-01-28
1642,157,628,2010-09-14
1642,628,210,2011-11-09
1642,210,207,2011-12-01
1642,207,628,2012-01-10
1648,534,97,2005-09-06
1655,575,372,2001-12-19
1655,372,64,2010-09-07
1656,620,97,2005-09-06
1656,97,680,2009-04-14
1668,596,21,2003-09-08
1669,238,219,2002-09-05
1669,219,238,2002-10-11
1669,238,194,2010-09-07
1670,620,490,2002-09-05
1670,490,21,2004-11-03
1673,182,496,2002-09-05
1673,496,21,2004-09-07
1684,624,116,2003-09-29
1686,204,139,2002-09-05
1688,398,116,2004-09-07
1691,663,116,2004-09-07
1692,669,116,2004-09-07
1699,43,235,2002-09-05
1699,235,366,2003-09-08
1699,366,219,2003-11-14
1699,219,248,2005-10-18
1699,248,315,2006-09-07
1706,629,496,2008-09-04
1708,62,103,2002-11-25
1708,103,46,2003-04-09
1708,46,199,2003-09-08
1726,355,131,2001-10-30
1726,131,210,2002-02-27
1726,210,500,2002-09-05
1726,500,257,2003-01-22
1726,257,123,2005-09-06
1728,387,548,2006-09-07
1728,548,21,2007-09-10
1728,21,825,2010-02-22
1730,525,666,2002-09-05
1732,281,666,2004-09-07
1732,666,47,2007-12-17
1732,47,681,2008-01-22
1733,541,123,2003-09-08
1734,628,666,2004-09-07
1736,594,19,2010-09-07
1738,343,67,2002-09-05
1739,29,662,2006-10-13
1739,662,560,2007-09-10
1739,560,65,2009-10-13
1741,162,21,2003-01-30
1741,21,67,2004-09-07
1743,46,294,2004-09-07
1743,294,46,2004-12-03
1743,46,179,2008-09-04
1743,179,537,2009-09-08
1743,537,179,2010-03-05
1743,179,277,2010-09-07
1746,286,245,2006-10-16
1746,245,72,2007-09-10
1746,72,47,2009-06-17
1746,47,63,2010-09-13
1751,179,155,2004-09-07
1752,316,57,2006-09-14
1752,57,570,2006-10-17
1752,570,597,2007-01-09
1752,597,513,2011-04-12
1753,227,202,2004-09-07
1753,202,275,2005-11-15
1755,233,525,2004-09-07
1756,43,393,2004-09-07
1756,393,155,2006-09-07
1762,597,333,2008-09-04
1763,537,155,2002-09-05
1765,398,393,2003-02-25
1765,393,155,2004-09-07
1767,393,287,2002-01-30
1767,287,272,2002-09-05
1767,272,116,2003-03-04
1767,116,155,2004-01-12
1768,501,500,2001-10-03
1768,500,425,2002-09-05
1768,425,155,2006-09-20
1777,355,152,2002-04-08
1777,152,230,2002-09-05
1777,230,669,2008-01-02
1777,669,116,2008-09-04
1778,398,343,2003-05-21
1778,343,594,2003-09-17
1778,594,425,2004-09-07
1778,425,479,2007-01-22
1781,478,570,2006-09-14
1781,570,366,2011-04-29
1781,366,490,2011-09-06
1793,483,599,2003-09-08
1801,42,147,2002-04-12
1801,147,663,2005-09-06
1801,663,235,2008-02-29
1801,235,671,2008-09-04
1806,663,398,2003-01-27
1806,398,221,2003-09-08
1806,221,47,2005-09-12
1806,47,208,2005-09-27
1809,304,157,2003-09-08
1809,157,304,2004-04-19
1809,304,435,2004-05-10
1809,435,663,2005-09-06
1809,663,116,2008-09-04
1809,116,624,2010-09-27
1810,277,341,2002-09-05
1810,341,408,2004-12-17
1811,83,611,2008-11-03
1813,83,12,2008-09-04
1814,520,47,2003-09-15
1814,47,624,2003-10-02
1814,624,47,2004-09-29
1814,47,624,2004-10-18
1815,381,188,2002-09-05
1816,520,624,2003-09-08
1816,624,25,2004-11-10
1816,25,624,2005-12-05
1822,199,7,2004-10-13
1822,7,180,2005-09-06
1822,180,399,2007-01-10
1822,399,257,2007-09-10
1822,257,19,2009-09-08
1823,520,624,2002-09-05
1824,203,513,2003-09-08
1824,513,334,2010-09-07
1825,409,224,2006-02-14
1825,224,199,2006-03-21
1825,199,513,2007-01-24
1825,513,207,2008-09-04
1825,207,188,2011-09-06
1827,597,328,2001-10-11
1827,328,339,2003-09-19
1827,339,357,2004-09-07
1827,357,399,2005-03-08
1827,399,257,2007-09-10
1827,257,425,2009-09-08
1832,468,431,2002-09-05
1832,431,624,2006-01-31
1833,585,545,2005-09-06
1833,545,173,2011-09-06
1838,219,570,2001-09-28
1838,570,611,2002-09-05
1838,611,339,2002-12-04
1838,339,563,2003-09-08
1838,563,522,2004-03-02
1838,522,214,2004-09-13
1838,214,522,2004-09-22
1838,522,28,2005-09-06
1838,28,177,2006-09-07
1838,177,262,2007-09-10
1844,177,225,2011-09-06
1848,545,619,2010-09-07
1850,28,177,2002-09-23
1850,177,208,2010-09-07
1856,157,342,2005-09-06
1857,60,503,2002-03-15
1857,503,355,2002-04-03
1857,355,257,2008-09-04
1857,257,19,2011-09-06
1860,131,248,2002-09-06
1860,248,67,2004-02-09
1860,67,479,2006-09-11
1860,479,675,2008-11-26
1866,375,60,2005-09-06
1866,60,602,2006-09-07
1866,602,594,2009-04-02
1866,594,224,2009-09-08
1866,224,188,2010-09-07
1869,652,667,2008-11-14
1869,667,435,2009-09-08
1869,435,663,2010-09-07
1872,199,602,2001-10-12
1874,286,147,2002-09-24
1874,147,304,2003-01-09
1874,304,271,2009-09-08
1879,532,408,2002-09-05
1880,236,667,2002-09-05
1880,667,408,2006-09-07
1881,147,435,2002-09-05
1881,435,663,2003-09-08
1881,663,116,2008-09-04
1884,255,182,2007-09-10
1885,619,123,2001-12-20
1885,123,619,2003-04-09
1886,201,669,2007-05-02
1886,669,196,2007-09-10
1886,196,201,2008-09-04
1886,201,343,2009-09-08
1886,343,466,2011-09-20
1888,434,619,2002-09-05
1890,44,669,2002-03-08
1890,669,116,2009-09-08
1893,174,619,2003-12-08
1896,669,21,2007-09-10
1898,0,296,2004-09-14
1901,339,233,2003-09-08
1901,233,580,2003-09-23
1901,580,387,2005-09-06
1901,387,233,2006-09-07
1901,233,532,2007-12-18
1901,532,47,2011-03-18
1901,47,802,2011-04-25
1905,233,157,2007-10-18
1905,157,628,2008-09-04
1905,628,197,2010-09-07
1906,233,387,2007-09-10
1906,387,303,2010-09-07
1908,373,296,2006-09-07
1908,296,100,2011-09-06
1911,296,6,2011-09-06
1911,6,256,2011-09-07
1919,37,429,2002-09-17
1919,429,57,2003-05-20
1919,57,37,2003-11-05
1919,37,522,2005-03-23
1919,522,563,2006-09-07
1919,563,539,2007-03-08
1919,539,248,2007-09-10
1919,248,271,2008-01-25
1919,271,67,2010-09-07
1921,598,431,2005-09-06
1921,431,162,2005-09-28
1924,37,466,2001-10-25
1924,466,503,2004-09-07
1927,59,438,2002-11-18
1927,438,597,2003-01-28
1927,597,595,2003-09-16
1927,595,585,2004-02-17
1927,585,541,2004-09-07
1927,541,777,2008-09-04
1928,41,376,2002-12-17
1928,376,41,2003-11-19
1928,41,2,2004-10-05
1933,503,367,2011-09-06
1942,519,554,2007-09-19
1944,490,221,2002-09-05
1944,221,16,2004-09-07
1944,16,221,2005-02-16
1944,221,208,2005-09-06
1944,208,452,2006-01-30
1946,3,287,2002-01-31
1946,287,272,2002-09-05
1946,272,551,2004-09-09
1946,551,47,2006-11-16
1946,47,97,2006-12-06
1946,97,452,2006-12-19
1950,253,67,2004-09-07
1950,67,542,2006-11-29
1951,446,594,2005-03-16
1951,594,452,2006-09-07
1951,452,836,2010-10-07
1952,116,534,2002-01-29
1952,534,272,2003-05-23
1952,272,534,2003-09-08
1952,534,452,2005-09-06
1953,21,47,2002-10-08
1953,47,542,2002-10-15
1956,3,534,2002-09-05
1956,534,452,2005-09-06
1957,594,534,2004-09-07
1957,534,452,2005-09-21
1962,37,131,2003-09-08
1963,37,201,2004-09-07
1969,568,663,2007-09-10
1970,628,521,2005-09-06
1978,257,431,2007-09-10
1995,316,42,2007-04-12
1995,42,398,2011-09-06
1995,398,57,2011-12-12
1999,448,353,2008-09-04
1999,353,391,2009-09-08
2005,45,456,2002-01-07
2005,456,277,2009-09-08
2012,0,7,2004-09-14
2012,7,180,2009-09-08
2014,235,292,2010-09-07
2017,7,180,2008-09-04
2018,654,477,2003-09-08
2018,477,468,2004-09-07
2018,468,477,2004-09-10
2018,477,202,2006-09-07
2018,202,803,2010-05-28
2021,337,441,2006-03-06
2022,214,630,2005-09-08
2022,630,429,2006-11-30
2022,429,490,2009-09-08
2022,490,101,2011-02-03
2024,540,202,2010-09-07
2029,540,250,2011-09-06
2031,61,549,2008-09-04
2031,549,63,2010-09-07
2034,602,553,2003-01-14
2034,553,518,2003-09-08
2034,518,60,2004-09-07
2034,60,441,2005-10-07
2034,441,60,2006-09-07
2034,60,217,2007-04-20
2034,217,25,2009-01-06
2034,25,807,2009-09-08
2034,807,176,2010-09-07
2034,176,807,2010-11-24
2035,61,549,2008-09-04
2043,385,20,2002-09-05
2045,176,602,2004-01-28
2045,602,16,2008-09-02
2045,16,179,2009-03-17
2050,103,243,2005-09-06
2050,243,328,2006-01-27
2050,328,257,2008-09-04
2050,257,333,2011-09-06
2052,424,532,2010-01-08
2056,570,343,2003-09-08
2056,343,197,2005-09-16
2056,197,116,2007-10-09
2056,116,67,2008-09-04
2056,67,47,2010-09-07
2058,553,197,2003-09-08
2058,197,510,2007-09-12
2058,510,63,2008-01-04
2058,63,827,2009-09-08
2058,827,202,2010-09-27
2060,658,299,2004-12-16
2060,299,236,2005-10-11
2060,236,563,2005-10-24
2060,563,241,2005-12-13
2060,241,328,2006-05-03
2060,328,241,2007-10-26
2063,148,103,2002-05-29
2063,103,328,2003-02-27
2063,328,257,2007-09-10
2063,257,598,2009-01-06
2063,598,194,2010-09-07
2065,154,565,2004-09-07
2065,565,422,2005-11-22
2065,422,233,2008-05-08
2065,233,666,2009-09-08
2066,565,628,2001-09-26
2066,628,48,2004-01-14
2066,48,619,2005-09-06
2068,55,214,2005-09-06
2068,214,37,2006-09-26
2068,37,550,2007-01-08
2068,550,196,2009-09-08
2069,237,414,2010-09-07
2077,503,0,2003-09-15
2077,0,165,2003-10-03
2080,190,286,2006-09-07
2080,286,7,2008-01-03
2080,7,180,2011-09-06
2091,565,625,2001-09-17
2091,625,157,2002-09-05
2091,157,655,2010-09-07
2106,37,248,2002-09-05
2106,248,67,2007-09-10
2109,37,248,2003-09-08
2109,248,574,2007-09-10
2111,429,188,2009-09-08
2112,205,202,2002-09-05
2114,477,202,2002-09-05
2115,179,465,2002-09-05
2115,465,441,2002-09-12
2115,441,275,2003-09-08
2115,275,202,2004-09-07
2115,202,97,2008-09-11
2116,275,202,2002-09-05
2117,477,202,2003-09-08
2118,625,44,2001-09-20
2122,95,441,2007-09-10
2123,43,37,2002-10-04
2123,37,235,2004-02-02
2123,235,563,2004-05-19
2123,563,189,2008-09-04
2123,189,663,2010-09-22
2123,663,116,2011-09-06
2132,490,272,2004-03-01
2132,272,534,2004-09-07
2139,204,93,2003-09-08
2139,93,598,2006-09-07
2141,580,281,2010-09-07
2149,0,576,2004-09-07
2149,576,60,2004-09-15
2149,60,46,2005-09-06
2149,46,602,2007-09-10
2157,245,309,2007-09-10
2157,309,667,2010-09-07
2159,245,456,2008-03-05
2159,456,245,2008-09-04
2162,155,272,2002-11-01
2163,624,20,2004-09-07
2163,20,272,2006-09-07
2166,381,468,2003-12-09
2166,468,272,2006-09-07
2166,272,63,2008-03-26
2166,63,681,2009-01-07
2167,28,343,2002-09-05
2167,343,272,2006-09-07
2169,496,641,2003-09-08
2170,605,172,2002-09-05
2170,172,641,2005-09-06
2180,605,496,2003-09-08
2180,496,641,2006-09-07
2182,184,605,2006-09-07
2182,605,496,2011-09-06
2183,172,641,2006-09-07
2184,359,605,2005-09-06
2202,539,587,2007-09-17
2202,587,575,2009-09-08
2202,575,44,2010-11-08
2202,44,207,2011-09-06
2207,255,574,2002-09-05
2212,304,438,2003-09-08
2212,438,436,2005-10-12
2212,436,628,2011-09-07
2220,554,537,2003-09-08
2220,537,183,2003-09-11
2220,183,256,2006-09-07
2220,256,116,2009-03-09
2222,671,32,2003-09-08
2226,197,170,2004-09-15
2231,625,281,2004-09-07
2231,281,197,2006-10-05
2231,197,510,2007-09-10
2231,510,666,2008-09-05
2231,666,823,2009-09-08
2233,199,553,2005-04-22
2233,553,154,2005-04-28
2233,154,518,2006-04-27
2234,441,658,2002-01-22
2235,283,518,2003-09-08
2235,518,244,2010-09-07
2240,241,658,2003-10-02
2240,658,520,2007-09-10
2240,520,425,2009-09-08
2242,154,197,2008-09-04
2242,197,510,2012-02-14
2243,304,350,2005-09-09
2248,7,154,2005-09-08
2248,154,185,2009-04-15
2252,250,182,2004-04-26
2252,182,496,2009-09-08
2253,286,12,2010-09-07
2255,343,649,2002-09-05
2255,649,500,2002-09-13
2255,500,598,2003-12-22
2255,598,431,2004-09-07
2257,580,281,2002-09-05
2257,281,438,2003-11-25
2257,438,281,2004-01-13
2257,281,438,2004-09-29
2257,438,510,2006-09-07
2259,139,47,2006-03-14
2259,47,25,2006-04-04
2260,338,70,2002-03-01
2260,70,229,2002-11-06
2260,229,510,2005-09-06
2265,438,510,2006-09-07
2266,197,272,2002-11-18
2266,272,551,2003-09-08
2266,551,510,2004-09-07
2268,585,556,2007-09-10
2269,255,236,2003-09-09
2269,236,255,2004-09-13
2269,255,593,2006-09-07
2269,593,632,2006-10-18
2269,632,25,2008-01-11
2269,25,594,2009-02-03
2269,594,180,2009-06-17
2269,180,520,2009-10-15
2269,520,807,2010-01-15
2269,807,25,2011-02-16
2269,25,846,2011-10-21
2269,846,802,2012-01-18
2270,203,438,2003-09-08
2270,438,510,2005-09-06
2273,185,228,2010-09-07
2275,277,272,2002-09-05
2277,565,185,2003-09-08
2278,116,272,2002-09-11
2280,587,628,2002-09-05
2280,628,549,2003-09-08
2280,549,272,2005-06-01
2280,272,551,2005-09-09
2280,551,272,2006-02-06
2281,398,663,2001-09-28
2281,663,272,2003-02-26
2282,62,271,2009-02-26
2282,271,62,2009-04-03
2288,658,520,2003-09-08
2288,520,509,2006-01-11
2288,509,624,2007-09-12
2288,624,155,2007-09-26
2289,247,300,2007-09-10
2294,406,94,2004-09-07
2294,94,302,2007-09-10
2298,599,94,2005-09-06
2298,94,100,2008-09-04
2298,100,81,2009-09-08
2302,437,563,2004-01-07
2302,563,490,2009-10-26
2302,490,208,2010-10-04
2304,309,83,2002-09-17
2304,83,649,2003-09-08
2304,649,123,2007-09-10
2308,413,358,2008-09-04
2308,358,205,2010-09-07
2310,359,413,2005-09-06
2310,413,358,2008-09-04
2310,358,205,2010-09-07
2311,10,413,2005-09-06
2314,366,103,2003-02-06
2314,103,503,2006-09-07
2315,609,574,2004-09-07
2321,255,199,2002-09-05
2321,199,604,2003-09-08
2323,286,199,2002-09-30
2323,199,604,2003-09-08
2323,604,624,2007-09-10
2323,624,272,2007-11-09
2323,272,47,2010-02-24
2323,47,806,2010-03-15
2326,41,199,2004-09-07
2326,199,376,2005-09-06
2326,376,194,2010-09-07
2337,196,663,2004-09-07
2337,663,509,2006-02-06
2337,509,116,2008-03-04
2337,116,825,2010-09-29
2338,299,45,2005-09-06
2340,235,81,2005-09-06
2342,94,81,2005-09-06
2344,605,496,2003-09-08
2344,496,81,2006-09-07
2351,112,21,2002-09-05
2356,652,391,2004-09-07
2356,391,21,2006-09-07
2363,509,205,2002-01-03
2365,468,205,2003-09-08
2368,165,205,2005-09-06
2371,184,505,2002-09-05
2371,505,205,2005-09-06
2372,496,205,2002-09-05
2373,381,60,2007-10-17
2382,238,520,2009-09-08
2382,520,180,2010-09-07
2382,180,162,2011-09-06
2385,357,620,2003-09-08
2385,620,425,2007-09-10
2386,658,271,2006-09-07
2386,271,339,2007-09-28
2386,339,465,2008-09-04
2387,391,21,2003-09-08
2387,21,221,2003-10-08
2387,221,21,2004-01-15
2387,21,205,2004-04-15
2387,205,453,2004-12-03
2387,453,47,2005-05-05
2387,47,67,2005-09-07
2387,67,21,2006-03-17
2388,541,123,2002-09-05
2389,541,272,2004-06-02
2389,272,551,2004-09-13
2389,551,123,2006-02-08
2391,48,123,2005-09-06
2394,649,81,2003-09-08
2394,81,162,2004-09-20
2394,162,123,2005-09-21
2394,123,635,2008-01-14
2396,12,123,2003-11-24
2396,123,666,2004-09-15
2397,235,28,2005-12-05
2397,28,490,2005-12-15
2397,490,67,2006-09-07
2397,67,675,2007-09-10
2397,675,479,2009-03-30
2398,366,214,2002-10-09
2398,214,300,2002-10-11
2398,300,248,2004-01-14
2398,248,67,2006-09-07
2400,548,367,2007-09-10
2401,203,123,2006-09-07
2403,372,81,2003-09-08
2403,81,170,2004-09-07
2404,328,516,2002-09-05
2404,516,655,2005-09-06
2406,619,453,2005-04-28
2408,625,628,2010-09-07
2409,372,170,2004-09-07
2410,585,48,2005-09-06
2410,48,510,2008-09-04
2410,510,624,2010-10-07
2411,604,655,2003-09-08
2412,465,377,2002-10-15
2413,663,655,2003-09-08
2414,197,453,2003-05-29
2415,567,366,2006-09-07
2415,366,560,2007-09-10
2417,468,655,2003-09-08
2421,385,425,2003-09-08
2422,157,628,2009-09-08
2422,628,409,2009-12-17
2425,663,624,2003-09-22
2425,624,116,2003-10-27
2425,116,205,2004-09-09
2426,176,28,2005-11-09
2426,28,176,2006-02-28
2426,176,219,2007-03-09
2426,219,67,2007-09-10
2426,67,139,2008-04-04
2426,139,272,2009-03-11
2426,272,509,2009-09-08
2426,509,453,2009-10-29
2426,453,801,2010-01-12
2428,625,565,2005-09-06
2428,565,587,2009-09-08
2428,587,520,2010-09-07
2429,219,67,2007-09-10
2429,67,208,2008-09-04
2431,456,387,2004-09-07
2431,387,66,2007-09-10
2433,565,628,2011-09-06
2435,570,219,2004-09-07
2435,219,560,2009-09-08
2435,560,574,2011-09-06
2440,175,548,2006-09-11
2440,548,175,2006-11-15
2440,175,102,2011-09-06
2441,565,342,2007-09-10
2441,342,81,2010-09-07
2442,391,131,2005-11-29
2442,131,175,2006-01-04
2442,175,208,2007-09-10
2442,208,205,2008-09-10
2443,44,565,2003-02-06
2443,565,667,2007-10-02
2448,157,342,2007-09-10
2448,342,302,2011-09-06
2456,157,628,2007-09-10
2458,497,12,2004-09-07
2463,48,12,2004-09-07
2464,497,12,2004-09-07
2469,491,376,2003-09-08
2469,376,12,2008-09-04
2483,466,205,2008-09-04
2484,271,199,2006-09-07
2484,199,259,2006-10-30
2487,391,19,2004-09-07
2490,152,19,2006-09-07
2491,620,19,2004-09-07
2493,295,309,2003-04-10
2493,309,500,2007-09-10
2493,500,574,2009-09-08
2493,574,63,2011-10-12
2495,210,309,2005-10-31
2498,62,446,2005-09-06
2498,446,309,2006-02-16
2498,309,446,2010-09-07
2505,309,197,2007-09-10
2505,197,20,2008-09-04
2512,239,339,2007-09-10
2522,503,28,2006-11-10
2522,28,67,2008-09-04
2542,43,232,2004-09-07
2542,232,541,2008-09-04
2548,625,281,2005-09-06
2551,199,183,2003-09-08
2551,183,162,2009-09-08
2553,309,500,2005-09-06
2553,500,240,2009-09-08
2553,240,408,2009-11-23
2554,275,500,2004-10-27
2562,250,182,2002-09-05
2562,182,496,2007-09-10
2562,496,641,2010-09-07
2569,232,550,2008-02-14
2569,550,663,2008-09-04
2570,37,147,2009-09-08
2570,147,490,2011-03-03
2570,490,465,2011-09-06
2572,435,405,2006-09-07
2575,621,7,2006-09-07
2575,7,180,2011-09-06
2576,69,358,2010-05-04
2576,358,21,2011-09-06
2577,456,44,2010-09-07
2579,474,235,2006-09-07
2581,587,549,2009-09-16
2582,594,69,2002-09-05
2585,37,522,2004-02-02
2586,203,551,2002-01-31
2586,551,47,2004-04-21
2586,47,287,2004-05-06
2586,287,47,2007-05-17
2586,47,287,2007-09-11
2590,384,235,2006-09-14
2593,565,628,2002-09-05
2593,628,666,2006-09-07
2593,666,551,2008-09-04
2593,551,129,2009-09-08
2593,129,551,2009-11-25
2593,551,802,2010-09-07
2593,802,834,2011-01-05
2595,666,453,2002-05-22
2595,453,666,2002-11-21
2601,195,332,2005-09-06
2601,332,406,2007-09-10
2601,406,199,2008-09-04
2606,490,671,2004-09-07
2610,490,671,2002-09-05
2611,599,1,2005-09-06
2614,567,596,2007-09-10
2616,300,131,2004-09-07
2620,217,255,2004-01-16
2620,255,554,2004-09-07
2620,554,437,2004-12-06
2620,437,237,2005-03-07
2620,237,435,2007-01-02
2620,435,550,2009-05-21
2620,550,444,2009-09-08
2620,444,663,2010-05-10
2620,663,509,2011-05-25
2620,509,846,2011-09-06
2622,29,435,2005-09-06
2622,435,632,2007-09-10
2622,632,236,2010-09-07
2622,236,161,2011-05-09
2624,533,196,2010-01-05
2624,196,533,2010-09-07
2624,533,398,2011-09-06
2625,654,595,2005-03-17
2625,595,275,2011-09-06
2626,353,209,2004-01-13
2626,209,391,2009-09-08
2628,219,503,2005-09-06
2628,503,131,2005-09-08
2629,46,179,2005-09-06
2630,160,209,2006-09-07
2635,43,255,2004-09-07
2635,255,272,2005-11-18
2635,272,43,2005-11-29
2635,43,155,2008-09-04
2635,155,97,2008-09-19
2635,97,823,2012-02-06
2640,366,43,2004-09-15
2644,199,37,2004-09-07
2644,37,101,2005-03-01
2644,101,103,2005-11-18
2644,103,271,2007-09-10
2644,271,387,2008-09-04
2644,387,16,2009-09-01
2644,16,520,2010-04-30
2644,520,161,2010-09-27
2649,372,210,2002-09-18
2649,210,372,2003-12-16
2649,372,170,2009-09-08
2656,57,207,2003-02-28
2656,207,466,2003-05-23
2656,466,251,2007-09-10
2656,251,466,2007-10-17
2656,466,205,2009-09-08
2656,205,251,2009-09-09
2656,251,205,2010-04-13
2659,598,574,2002-09-05
2660,599,413,2005-11-09
2660,413,599,2006-02-06
2660,599,2,2006-09-07
2660,2,243,2007-11-08
2660,243,224,2008-09-04
2660,224,20,2009-09-08
2661,503,116,2010-09-07
2663,503,69,2011-09-06
2665,27,204,2005-09-06
2665,204,554,2005-11-18
2669,483,541,2002-09-05
2670,257,162,2002-09-05
2671,620,503,2002-11-12
2671,503,172,2002-11-19
2671,172,162,2005-09-06
2680,2,376,2003-09-08
2680,376,20,2004-09-07
2681,385,20,2003-09-08
2682,335,283,2003-09-08
2682,283,20,2006-09-20
